130	which jewish patients were admitted to the hospital before the year 2146?
131	bring me the  patients diagnosed with benign neoplasm of pituitary gland who had a blood test.
132	which patients have been diagnosed with hemiplegia, unspecified, affecting dominant side?
133	which patients had their diagnosis long title as pulmonary collapse and who were admitted before the year 2179?
134	which patients are born before 2197 and with procedure icd9 code 309?
135	the  patients whose admission type is emergency and procedure short title is cv cath plcmt w guidance.
136	which black/haitian patients had the drug route both eyes?
137	give me the  patients with alkalosis diagnosis who had a urine lab test.
138	which patients born before the year 2123 had lab test named immunoglobulin a?
139	which patients with open reduc-int fix femur were admitted to the hospital before the year 2180?
140	give the  patients who are under the age of 55 and their drug code is syrg1.
141	which patients have metl25 drug code?
142	provide the  patients who have ed route of drug administration and are diagnosed with coronary atherosclerosis of unspecified type of vessel, native or graft.
143	which patients are diagnosed with a primary disease of ventricular tachycardia?
144	provide the nuber of patients whose admission year is before 2184 and diagnosis long title is thrombocytopenia, unspecified.
145	tell me the  private insurance patients who had procedure icd9 code 3799.
146	provide the  patients whose death status is 0 and who were given the drug erythromycin.
147	the  patients with lab test item id 50995 who have been hospitalized for more than 29 days.
148	find the  patients born before 2146 who have skin disorders nec diagnoses.
149	which patients left against medical advice were born before 2150?
150	get me the  widow patients who have procedure icd9 code 4523.
151	which are the  patients who were hospitalized for more than 20 days and were later discharged home?
152	the  patients whose admission location is clinic referral/premature and primary disease is sepsis.
153	calculate the total  widowed patients aged below 81
154	which patients are diagnosed with personal history of surgery to other organs?
155	which patients stayed in hospital for more than 0 days and used the drug morphine sulfate sr?
156	give the  patients whose death status is 1 and given the drug name fentanyl patch.
157	which patients are married and diagnosed with depressive disorder, not elsewhere classified?
158	get me the  patients on sc route of drug administration who were diagnosed with hip joint replacement.
159	report the  patients who had other phototherapy and were hospitalized for more than 29 days.
160	which of the patients aged below 56 had other specified conditions originating in the perinatal period?
161	which patients admitted to the hospital before year 2180 had the diagnosis icd9 code 3671?
162	provide the  patients with drug code isos10.
163	which patients were diagnosed with fall on stair/step nec?
164	find the  patients younger than age 64 who were diagnosed under icd9 code 28529.
165	which of the patients admitted on phys referral/normal deli had a lab test for other body fluid?
166	get me the  patients less than 68 years who had arterial catheterization procedure.
167	which patients had the drug code syringes and lab test fluid other body fluid?
168	which office hospital admission patients had open and other sigmoidectomy?
169	get me the  patients on iv route of drug administration who are diagnosed with closed fracture of surgical neck of humerus.
170	which  patients are there with death status 1 and drug code alte 1/5i?
171	the  patients whose diagnosis long title is pulmonary collapse and lab test abnormal status is abnormal.
172	give the  patients who were born before the year 2120 whose lab test fluid is joint fluid.
173	which patients were diagnosised as cardiac arrest by long title and had delta lab test results?
174	which unmarried patients have diagnoses icd9 code 4254?
175	provide the  patients who were admitted in emergency and diagnosed with other disorders of the pituitary and other syndromes of diencephalohypophyseal origin.
176	the  medicare patients who have been diagnosed with neutropenia nos.
177	get me the  patients who are diagnosed with unspecified acute uri and are taking drug via po route.
178	bring me the  patients less than 70 years who were diagnosed with acute myocardial infarction of inferolateral wall initial episode of care.
179	out of total  patients admitted before the year 2150, which of them had hemodialysis?
180	which patients with respiratory distress syndrome diagnoses are on a main drug type prescription?
181	calculate the total  asian patients.
182	provide the  emergency hospital admitted patients who had endoscopic excision or destruction of lesion or tissue of stomach.
183	the  patients who were admitted before the year 2174 and have diagnosis long title as below knee amputation status.
184	calculate the total  patients with icd9 code 3782 on medicare insurance
185	which patients on main drug prescription have been diagnosed with other psoriasis?
186	specify the  patients who had icd9 code 8960 and treated with base drug
187	give me the  female patients primarily suffering from congestive heart failure.
188	find the  male patients who have black/african american ethnic background.
189	among patients treated with main drug, which of them had a lab test for ld body fluid?
190	which  patients born before the year 2056 had procedure under icd9 code 8321?
191	which  patients having angioedema were admitted before the year 2182?
192	which patients are suffering from mesenteric ischemia primary disease?
193	which of the patients aged below 89 received drug via pb route?
194	which are the  married patients who have awaiting organ transplant status diagnoses?
195	the  patients who had fiber-optic bronchoscopy that stayed in the hospital for more than 30 days.
196	find the  patients suffering from gastrointestinal bleed primary disease who were admitted for more than 2 days in hospital.
197	which  patients who were admitted before the year 2135 were diagnosed with lower extremity embolism?
198	which are the  male patients with drug code bag?
199	which of the patients discharged to home had a hospital stay of more than 23 days?
200	find the  elective hospital admission patients diagnosed with defibrination syndrome.
201	tell me which married patients have been diagnosed with dysthymic disorder.
202	which patients died in or before year 2180 had pituitary bleed as the primary disease?
203	which patients are diagnosed with hx traumatic fracture?
204	find out the  divorced patients for whom cortisol lab test had been ordered.
205	which patients admitted before 2155 are diagnosed with other specified gastritis, with hemorrhage?
206	provide the  patients who died primarily due to fall on stair/step nec.
207	which female patients were ordered to get blasts lab test?
208	which patients born before 2101 had other unilateral salpingo-oophorectomy?
209	get me the  patients on main drug prescription who have been diagnosed with hemochromatosis due to repeated red blood cell transfusions.
210	which patients are below 77 years of age and tested with lab item id 51032?
211	calculate the total  patients with guillain barre syndrome as their primary disease who stayed at the hospital for more than 10 days.
212	the  patients admitted to the hospital before year 2157 whose procedure long title is open reduction of fracture with internal fixation, femur.
213	provide the list of patients less than 77 years old with a abscess of intestine diagnoses.
214	which patients who were admitted before the year 2150 had an iv bolus as the drug route?
215	which are the  female patients with discharge location disc-tran cancer/childrn h?
216	the  patients on base type drug prescription who have hispanic or latino-puerto rican ethnic background.
217	which patients' year of birth is before 2121 with joint fluid as the lab test fluid?
218	get me the  patients born before 2107 who have coronary artery primary disease.
219	the  patients diagnosed with unspecified insomnia who were admitted in hospital before 2165.
220	provide the  patients who were admitted before the year 2178 and drug route is neb.
221	which patients receiving inhalation therapy were born before the year 2167?
222	which are the  patients whose hospital stay is above 30 days and diagnosed with idio periph neurpthy nos?
223	give me the  pituitary bleed primary disease patients who have ou route of drug administration.
224	which unmarried patients take medication via left eye?
225	which female patients had the item id 51351?
226	the  emergency hospital admitted patients who were diagnosed with accidental fall on or from other stairs or steps.
227	which patients taking morphine sulfate sr medication have been hospitalized for more than 3 days?
228	which  patients stayed in the hospital for more than 8 days and were given medicine through both eyes?
229	which male patients followed the procedure icd9 code 93?
230	which patients are below 44 years of age and followed the procedure uni salpingo-oophor?
231	which patients are discharged due to short term hospital and are under the age 64?
232	which of the patients with intraoperative cardiac pacemaker had clinical chemistry lab tests?
233	provide the  patients who had drug detoxification and survived.
234	which patients born before the year 2074 had an elective admission type?
235	which are the  black/haitian ethnic background patients who take drug via po/ng route?
236	tell me the  female patients for whom o2 flow lab test order was placed.
237	get me the  patients admitted before 2144 who were diagnosed with dementia in conditions classified elsewhere without behavioral disturbance.
238	which of the patients diagnosed with icd9 code 5180 had abnormal lab test results?
239	which patients admitted before the year 2151 were diagnosed with icd9 code v3001?
240	find the jehovah's witness religious background patients who had urine lab tests.
241	which patients with chemistry lab test category had unilateral radical neck dissection.
242	tell me the  patients less than 86 years with diagnoses icd9 code 45829.
243	which are the  patients who have been diagnosed with  hypopotassemia and the drug type is main?
244	tell me the  patients with procedure icd9 code 5361.
245	which are the  patients with end stage renal disease diagnoses who were discharged to skilled nursing facility?
246	which patients have diagnoses icd9 code 1418?
247	which  patients were diagnosed with end stage kidney disease?
248	which patients with private insurance had spinal canal explor nec?
249	among patients treated with main drug, calculate the  those who had icd9 code 7291
250	get me the  patients admitted before 2203 who had coronary artery primary disease.
251	the  patients with drug code keto15i who were admitted in hospital via clinic referral/premature.
252	which are the  patients who have 2154-10-11 16:00:00 as the lab test chart time?
253	give the  patients whose admission type is urgent and procedure icd9 code is 8968?
254	give me the  patients with diagnosis icd9 code 53190 who died in or before 2138.
255	find the  female patients who were discharged to short term hospital.
256	which patients are with asian ethnicity and under 49 years of age?
257	which patients had their lab test name as mesothelial cells?
258	tell me the  patients with chronic pancreatitis diagnoses who are less than 83 years of age.
259	which patients aged below 45 years have parenteral infusion of concentrated nutritional substances as the procedure long title?
260	find the  patients who stayed in the hospital for more than 14 days and were lab tested for immunoglobulin m.
261	among patients admitted to emergency room, which of them had ac kidny fail, tubr necr?
262	provide the  patients whose marital status is single and primary disease is hypoxia?
263	which patients admitted before the year 2133 had ulcer other part of foot as the diagnosis short title?
264	calculate the  patients treated with drug hydx25 who died in or before the year 2186.
265	which patients staying in the hospital for more than 5 days were diagnosed under icd9 code 30400?
266	which are the total  patients from hispanic/latino - puertorican ethnic origin who were born before 2107.
267	which patients of jewish religion are under 30 years of age?
268	give the  patients whose diagnosis long title is hepatitis, unspecified?
269	among patients admitted on phys referral/normal deli, calculate the total  those treated with glycerin (ped)
270	which patients have been diagnosed with idiopathic normal pressure hydrocephalus (inph)?
271	provide the  christian scientist religious background patients who have lab test item id 51254.
272	which patients are of white russian ethnicity and born before 2101?
273	give me the  patients with angioedema as their primary disease who were admitted before 2190.
274	provide the  patients whose drug code is rosi8.
275	get me the  protestant quaker religious background patients who had a thyroid stimulating hormone lab test.
276	tell me the  patients who died in or before 2174 and had drug code osel75.
277	which spanish speaking patients were born before 2200?
278	provide the  patients who were admitted before the year 2166 with a drug name glipizide.
279	which of the patients on elective admission died in or before 2180?
280	which patients tested for wbc and other fluids in lab?
281	which are the total  patients diagnosed with icd9 code e8791?
282	find the  patients whose diagnoses title is b12 defic anemia nec and drug type is main.
283	which patients aged below 58 years have hypoxia as their primary disease?
284	let me know the   patients with medicare insurance who have rash as the primary disease.
285	give the  patients whose death status is 0 and diagnosis short title is ac diastolic heart failure.
286	tell me the  patients with procedure icd9 code 5771 who had home health care discharge.
287	which of the patients had hemorrhage complicating a procedure?
288	which patients are diagnosed with primary disease guillain barre syndrome and born before 2076?
289	find the  emergency hospital admission patients who were diagnosed with abnormal involuntary movements.
290	which are the  office admission patients who were admitted in hospital before 2111?
291	which are the total  patients diagnosed with icd9 code 45620 who had a blood test.
292	which patients were admitted to the hospital before the year 2182 and had a lab test protein, total?
293	specify the total  patients treated with tizanidine
294	which patients are diagnosed with unspecified disorder of kidney and ureter and with lab results showing abnormal status?
295	which of the patients with item id 51269 belonged to white ethnic origin?
296	provide the  patients  who were diagnosed with cardiogenic shock.
297	which patients have stayed in the hospital for more than 15 days with home health care discharge location?
298	provide me the  patients diagnosed with hypoxemia who had a blood test done.
299	which patients are diagnosed with tietze's disease and use drug type base?
300	which are the  patients whose admission year is before 2187 and with procedure title colostomy nos?
301	which of the patients from black/haitian ethnic origin were born before 2090?
302	which are the  medicare patients who have procedure icd9 code 9703?
303	which patients are below 85 years of age and used the drug paroxeine hcl?
304	provide the  patients who had abnormal lab test status with a diagnoses of unspecified fetal and neonatal jaundice.
305	give the  patients who are jewish with a diagnosis short title of dmii wo cmpnt st uncntr.
306	which patients who had cardiopulmonary resustication  not otherwise specified and had to stay in the hospital for more than 2 days?
307	which patients stayed in hospital for more than 17 days and were diagnosed with renal manifestations, type i [juvenile type], not stated as uncontrolled?
308	which are the  patients who were hospitalized for more than 7 days and had prostate specific antigen lab test done?
309	the  patients whose diagnosis icd9 code is 0417 and lab test abnormal status is abnormal.
310	which patients have procedure icd9 code 9744?
311	which patients were admitted to the hospital before the year 2165 with an item id 50990?
312	among patients who had a lab test for urine, which of them had coronary artery disease or coronary artery bypass graft with mvr maze as their primary disease?
313	provide the  patients whose discharge location is dead/expired and who were admitted before the year 2139.
314	provide the  patients whose diagnosis short title is atriovent block complete and drug type is base.
315	which patients admitted before 2165 have undergone the lab test manual reticulocyte ?
316	which of the patients on urgent admission were born before 2024?
317	tell me the  patients on chlorothiazide prescription who have been hospitalized for more than 11 days.
318	get me the  patients admitted via emergency hospital room who have long term (current) use of anticoagulants diagnoses.
319	which male patients had the diagnosis long title polycythemia vera?
320	which are the total  patients who remained admitted in hospital for more than 4 days and treated with sodium citrate 4%?
321	which of the patients aged below 31 were treated with ns100?
322	which are the total  patients who were treated with drug code levo750 and had clinical chemistry tests?
323	specify the total  female patients who had personal history of venous thrombosis and embolism
324	which ptun speaking patients were born before the year 2064?
325	tell  me the  patients with diagnoses icd9 code 1532 who had blood lab tests done.
326	which are the  office admitted patients who have abdominal abscess primary disease?
327	which  patients aged less than 80 had the procedure icd9 code 4610?
328	which patients were transferred within this facilty?
329	which patients were born before the year 2041 and had 3761 as their procedure icd9 code?
330	which patients are given drugs through dialys?
331	which  patients trasferred from hosp/extram had drug code inrhi?
332	which patients are taking indomethacin medication?
333	give the  patients whose admission type is emergency and diagnosis icd9 code is 40391.
334	provide the  patients whose diagnosis long title is unspecified obesity and the drug route is pr.
335	which patiens had an uptake ratio test and were treated with main drug?
336	calculate the total  patients who had icd9 code 3950
337	calculate the total  patients who had a heart valve replaced by transplant and got treated with base drug
338	which of the patients aged below 83 had chest pain as their primary disease?
339	which are the  patients who are prescribed main drug type and are diagnosed with intestinal perforation?
340	tell me which patients were administered drug via id route and stayed in the hospital for more than 8 days.
341	which of the patients diagnosed with perforation of intestine had a lab test for blood gas?
342	which patients with lower extremity embolism had blood gas lab test?
343	which of the patients admitted on transfer from hosp/extram had a hospital stay of more than 26 days?
344	look for the patients less than 50 years old with lab test item id 50952.
345	which white patients have the lab test total protein, pleural done?
346	which of the patients admitted on clinic referral/premature were treated with ampicillin-sulbactam?
347	which of the patients belonging to black/cape verdean ethnic origin remained admitted in hospital for more than 10 days?
348	which patients who were admitted in emergency have diagnosis icd9 code 7455?
349	which are the  patients less than 79 years for whom a pleural fluid lab test order was placed?
350	give the  patients whose admission type is emergency and item id is 51288.
351	which patients are suffering from abdominal abscess primary disease?
352	which are the  patients who had transfusion of other serum?
353	provide the  patients whose primary disease is coronary artery disease and have stayed in the hospital for more than 29 days.
354	get me the  patients suffering from celo-vessicle fistula primary disease.
355	give the  patients aged below 83 years who had the drug code fent100t?
356	give the  male patients with the short title diagnosis congenital skin pigment anomaly.
357	show me the  elective hospital admission patients who have atorvastatin prescription.
358	provide the  female patients whose discharge location is disch-tran to psch hosp.
359	which of the patients admitted to emergency had icd9 code 4432?
360	calculate the  patients who had other cystoscopy and remained admitted in hospital for more than 8 days.
361	provide me the  patients admitted before the year 2173 and are suffering from abdominal pain primary disease.
362	provide the  patients whose lab test item id is 50927 and year of admission is before 2180.
363	the  hispanic or latino patients who were born before 2110.
364	provide the  patients with diagnoses icd9 code v168 who were admitted in hospital for more than 14 days.
365	which female patients have undergone the procedure with short title contr cerebr arteriogram?
366	give the  patients who were born before the year 2065 and have a procedure icd9 code as 9604?
367	which patients with primary disease angioedema were born before 2076?
368	show me the  patients with hyperosmolality and/or hypernatremia diagnoses who died in 2168 or before that.
369	which patients are born before 2098 and diagnosed with procedure icd9 code 40?
370	which patients are admitted before the year 2139 and lab tested with urea nitrogen urine?
371	the  patients who have a prescription for metformin (glucophage).
372	calculate the  patients with other postop infection who stayed in the hospital for more than 7 days.
373	which patients have been diagnosed with seroma complicating a procedure and are categorized under the hematology lab test?
374	which living patients had a sedimentation rate lab test?
375	which patients born before the year 2110 were diagnosed with dehydration?
376	give me the list of patients born before 2071 who prefer spanish.
377	provide the  female patients who have been diagnosed with acute diastolic heart failure.
378	which dead patients were diagnosed with hyperosmolality and/or hypernatremia?
379	which patients born before year 2087 had the lab test fluid pleural?
380	which patients with iv drip route of drug administration have diagnosis icd9 code v4281?
381	give the  patients who are less than 85 years old and 3806 as the procedure icd9 code.
382	provide me the  patients taking base type drug prescription who have diagnoses icd9 code 28860.
383	which are the  emergency hospital admission patients who had aortography?
384	which patients diagnosed with diverticulitis of colon without mention of hemorrhage also had abnormal lab test result?
385	which patients whose discharge location is snf were admitted to the hospital before the year 2139?
386	which patients with arteriography of cerebral arteries have unspecified death status?
387	which male patients have undergone the procedure aortocor bypass-2 cor art?
388	among patients diagnosed with esophageal varices in diseases classified elsewhere, with bleeding, which of them belonged to white ethnic origin?
389	which are the  patients with less than 80 years of age who have procedure icd9 code 40?
390	provide the  patients whose drug code is mago140 and lab test category is hematology.
391	which of the spanish speaking patients had a lab test for total calcium?
392	out of total  patients who had a hospital stay for more than 10 days, which of them had icd9 code v3101?
393	give the  patients with elective admission type  who were prescribed the drug golytely.
394	which patients on elective admission had their epithelial cells tested by lab?
395	which white patients had the procedure short title small bowel exteriorization?
396	out of total  patients admitted before the year 2190, calculate the  those who had hx of bladder malignancy
397	find the  patients on main type drug prescription who have diagnoses icd9 code 41041.
398	which are the  divorced patients for whom a troponin t lab test was ordered?
399	calculate the total  patients who had icd9 code 14
400	which patients with death status 0 had lab test named cortisol?
401	provide the  patients aged below 76 years whose language is spanish.
402	which patients with opn rt hemicolectomy nec remained admitted in hospital for more than 7 days?
403	provide me the  patients with pituitary bleed primary disease who died in or before 2165.
404	get me the  patients on main drug prescription who have diagnoses icd9 code e9331.
405	which patients admitted under procedure icd9 code 5198 stayed in the hospital for more than 1 day?
406	which dead patients were diagnosed with esophageal reflux?
407	which patients aged below 31 years had sc as the drug route?
408	tell me the  patients admitted before 2115 who were discharged to skilled nursing facility.
409	the  patients whose discharge location is rehab/distinct part hosp and primary disease is syncope;telemetry.
410	which are the  patients on main drug type prescription who are diagnosed with malignant neoplasm of descending colon?
411	which patients who had procedure under icd9 code 51845 were born before the year 2080?
412	which patients are diagnosed with congestive heart failure and are admitted before 2177?
413	provide the  male patients who were discharged to short term hospital.
414	which patients use the drug zyrtec?
415	which patients who have been prescribed base drug type had other cell lab test in the lab?
416	which patients used the drug code bag and tested under category chemistry in laboratory?
417	which patients are diagnosed with polyneuropathy in diabetes and treated with base drug?
418	which patients were admitted to the hospital before year 2203 with sepsis as the primary disease?
419	which patients below 86 years of age followed the procedure endosc remove bile stone?
420	give me the  patients less than 76 years who have a norepinephrine prescription.
421	which patients are with diagnosis heart valve replac nec and with lab test category blood gas?
422	which patients are diagnosed with short title aftrcre traum fx low leg and have iv route of drug administration?
423	which  male patients are with black/haitian ethnicity?
424	the  patients admitted before the year 2175 whose procedure long title is other closed [endoscopic] biopsy of biliary duct or sphincter of oddi.
425	which are the total  patients who had their calcium urine tested by lab and remained admitted in hospital for more than 15 days?
426	out of total  patients who had intraoperative cardiac pacemaker, calculate the  those tested for blood gas.
427	the  patients whose primary disease is s/p hanging and drug type is main.
428	which patients whose discharge location is snf were primarily diagnosed for left internal jugular vein thrombosis;left arm edema?
429	which patients with hx of breast malignancy were discharged to home?
430	give me the  patients less than 79 years who are suffering from posterior communicating aneurysm/sda primary disease.
431	which are the  patient whose diagnosis is dermatitis nos and with drug route im?
432	which patients posses private insurance and followed the procedure icd9 code 8847?
433	which emergency hospital admission patients have lab test item id 51259?
434	which patients have been diagnosed with oliguria and anuria?
435	which of the patients with item id 51478 belonged to hispanic or latino/puertorican ethnic origin?
436	which are the  patients whose discharge location is home and with hospital stay more than 15 days?
437	which patients are diagnosed with short title chr blood loss anemia and hvae po route of drug administration?
438	which are the  patients on main type drug prescriptions who have the diagnoses of unspecified neutropenia?
439	which patient treated with levetiracetam were born before the year 2156?
440	find out the  patients with po/ng route of drug administration who had chronic liver dis nec as short tiltle of diagnosis.
441	give me the  patients admitted on an emergency basis who had prescription for timolol maleate 0.5%.
442	which  patients admitted before the year 2151 had the procedure icd9 code 8841?
443	find the  patients whose admission location is transfer from hosp/extram and duration of hospital stay more than 34 days.
444	which are the  patients who had emergency hospital admission along with a uric acid lab test?
445	which  patients were diagnosed for fall nos, and their lab test result is abormal?
446	which are the  patients who had blood gas as the lab test category and a drug detoxification procedure?
447	give me the list of patients with diagnoses icd9 code v168 taking a prescribed main drug type.
448	provide the list of white ethnicity patients with a short title procedure for ins nondrug elut cor st.
449	give me the  patients who had promyelocytes lab test and were admitted for more than 9 days in hospital.
450	which dead patients had drug code warf1?
451	tell me the  patients who had elective hospital admissions and other body fluid lab tests.
452	which are the  divorced patients who had a free calcium lab test done?
453	provide the  patients whose item id is 51214 and lab test abnormal status is delta.
454	tell me the  widow patients who have ng route of drug administration.
